,GBC_PC1_ztstat,GBC_PC2_ztstat,GBC_PC3_ztstat,GBC_PC4_ztstat,GBC_PC5_ztstat
MYCBPAP,0.147199319,-0.107947354,0.226665285,-0.052140548,0.107281618
MYCL1,-0.004524698,-0.020269079,-0.113569218,0.162142279,0.112279761
MYCN,0.128410186,0.004948754,0.021769995,0.055884535,-0.04119624
MYCNOS,0.286366581,-0.048972912,-0.035076518,-0.022019076,-0.146919428
MYCT1,0.224914162,0.010229417,0.208013028,-0.04384201,0.219884202
MYD88,0.07300559,-0.019276607,-0.071657345,0.042727537,0.049582674
MYEF2,0.033514468,-0.051371668,0.056292475,0.003893306,-0.0210602
MYEOV,-0.021600954,-0.011839178,-0.049996699,0.082222861,0.048812023
MYEOV2,0.237109466,-0.032692365,0.183390351,0.026710461,0.202905406
MYF5,0.259585801,-0.363287184,0.162582478,-0.266332109,-0.193734655
MYF6,0.31763812,-0.402613988,0.267601585,-0.19190057,0.021879603
MYH1,0.149722126,-0.143327075,0.261114532,0.016347692,0.379789632
MYH10,0.156211215,0.049576948,-0.057776052,0.221276501,0.1576105
MYH11,0.019026427,0.067701897,0.014923375,0.085389982,0.107277582
MYH13,0.000170333,0.117576925,0.010243401,0.004634727,-0.058304119
MYH14,0.092025244,-0.141564292,0.101741499,-0.10980504,-0.069445698
MYH15,0.318240928,-0.074164998,0.067388738,0.111769931,0.094224465
MYH2,-0.002711712,0.180765958,-0.231651032,0.319035638,0.317878959
MYH3,0.121642647,0.110280679,0.006870166,0.099382394,0.136117218
MYH4,0.166560961,0.137378729,0.060593254,0.185932302,0.499379736
MYH6,-0.206610635,0.161526365,0.038049729,-0.049470615,0.033155167
MYH7,0.247586062,-0.132607281,-0.00984666,0.024827121,-0.172783123
MYH7B,-0.186765896,0.111813093,0.145755822,-0.026134795,0.203062073
MYH8,-0.258134568,0.029105955,-0.251492306,-0.013506239,-0.450294698
MYH9,0.059468729,0.219698603,0.016525747,0.086039227,0.256424576
MYL1,0.180667878,-0.094655735,-0.024584529,0.008499299,-0.127559558
MYL10,0.033883478,-0.261185726,0.021478573,-0.280383727,-0.523670642
MYL12A,0.1324732,0.109949263,-0.073924067,0.144968563,0.100337884
MYL12B,0.339076943,-0.04660782,-0.03017672,0.172771325,0.087024045
MYL2,0.233937073,0.076192012,0.086808253,0.128721445,0.368925339
MYL3,0.248009451,-0.135505615,0.074256073,0.033942791,0.042881136
MYL4,-0.34567141,0.330047914,-0.299956893,0.427927246,0.404306334
MYL5,0.216034648,0.136456884,0.125152399,0.111543457,0.402425523
MYL6,0.285810513,-0.004029124,-0.039292351,0.191594354,0.175235408
MYL7,-0.004506444,-0.132322834,0.083415167,-0.092746262,0.007875256
MYL9,0.173077572,-0.050366303,0.15938975,0.035754171,0.14501672
MYLIP,0.248943088,-0.014293778,0.064962301,-0.074891052,-0.019197388
MYLK,-0.120214123,0.151007437,-0.013719219,0.253365858,0.427227942
MYLK2,-0.016180904,0.102441651,0.138624867,0.055319703,0.384599111
MYLK3,0.131114229,-0.135277119,0.154975228,-0.495869384,-0.446914204
MYLK4,-0.076278718,0.153491759,-0.116112619,0.228856501,0.23425504
MYLPF,0.017579614,0.148569757,-0.039106281,0.143114775,0.105783602
MYNN,-0.155623064,0.060480867,-0.025115527,0.046785013,0.068824182
MYO10,0.298093941,-0.029373628,0.071535476,-0.050920234,0.016369926
MYO15A,-0.028126362,-0.035245266,0.285389785,-0.149407833,0.133718105
MYO15B,0.108454888,0.14773975,0.008389261,0.075555526,0.146037444
MYO16,0.437093904,-0.201473545,0.058931238,-0.143285457,-0.235542351
MYO18A,0.117665161,0.146033033,0.049023074,-0.067286468,0.106883914
MYO18B,0.365589722,-0.244447236,0.272281123,-0.084075534,0.202751477
MYO19,-0.22108009,0.089153838,-0.000984958,-0.005886792,0.059324232
MYO1A,0.042694888,-0.238611282,0.157210877,-0.159810804,-0.069034634
MYO1B,0.120380216,-0.02890167,0.31794124,-0.286418774,0.164750021
MYO1C,-0.191553711,-0.042238438,0.049434841,-0.098267751,-0.13292442
MYO1D,-0.124662742,0.192669191,-0.040489513,0.10408841,0.175009474
MYO1E,-0.120658951,0.200626489,-0.05418283,0.120576155,0.256947811
MYO1F,0.217959438,0.147811117,-0.076962073,0.058272016,0.148751005
MYO1G,0.030961076,-0.040206236,-0.063916373,0.21011,0.270495551
MYO1H,0.182950678,0.028235958,0.069736226,0.02329947,0.169287422
MYO3A,-0.057093321,0.084813894,-0.078346256,0.076163809,0.144833648
MYO3B,-0.446302606,0.226901677,-0.15143867,0.082995848,-0.028333354
MYO5A,-0.010566441,0.027775298,0.128586466,0.045589961,0.191035423
MYO5B,0.256777283,0.058900317,0.2702944,-0.039445073,0.316204515
MYO5BP2,-0.127561462,0.022557689,0.015161452,0.095299014,-0.11750718
MYO5C,-0.311725857,0.0552601,-0.105975542,0.023016413,-0.120771802
MYO6,0.06235935,0.110869904,-0.04831427,0.094446084,0.154545844
MYO7A,0.079641365,-0.006439349,-0.019772929,-0.145976008,-0.172118083
MYO7B,-0.353148066,0.017640984,-0.063350818,-0.033451739,-0.190284847
MYO9A,0.118830512,0.007344605,-0.02946555,0.01996446,-0.053431007
MYO9B,-0.277110216,0.230868479,-0.170320854,0.190682711,0.196873969
MYOC,-0.434683863,0.088934594,-0.102262158,0.057767742,-0.16400909
MYOCD,-0.347596832,0.444829032,-0.278008388,0.17356352,0.040823665
MYOD1,0.155231975,-0.101412323,0.0491416,-0.048492875,0.005864095
MYOF,0.076078377,0.06058522,-0.132195223,0.325247624,0.256449832
MYOG,0.088537354,-0.188579236,0.040033706,-0.088488464,-0.022438135
MYOM1,0.198248428,0.084720914,-0.038509985,0.063781424,0.07225334
MYOM2,0.354667789,-0.037290783,0.162717997,0.096903813,0.2974203
MYOT,0.047936083,0.079430015,0.203609292,-0.184232561,0.078142683
MYOZ1,-0.022359986,-0.126921079,0.013584675,-0.034106367,-0.224024006
MYOZ2,0.287267751,-0.112078303,0.062092801,0.150592998,0.325213158
MYOZ3,-0.120360622,0.022060378,0.190758682,-0.18227892,0.054801494
MYPN,-0.145288855,-0.129634933,-0.001631883,-0.316136863,-0.574051805
MYPOP,0.062349991,0.045133009,0.062580733,0.083607528,0.182437923
MYRIP,0.281798943,-0.07487066,-0.063684894,-0.003928267,-0.22437584
MYSM1,0.00736667,0.026779923,0.112451654,-0.07611547,0.03973272
MYST1,-0.258512601,0.179862395,-0.071795599,0.169201303,0.129199717
MYST2,0.269389327,0.008181193,0.054593311,0.110832638,0.210065153
MYST3,-0.08791862,0.088369571,0.045027287,-0.112177651,-0.028264174
MYST4,-0.228571232,0.013616927,-0.050177695,-0.035892676,-0.094270723
MYT1,0.327393747,-0.053208634,0.148604114,-0.0338548,0.193341166
MYT1L,-0.111076031,0.129843333,-0.107670645,0.152252589,0.0624582
MZF1,-0.028160625,0.012809571,0.066483355,-0.047642101,0.087463373
N4BP1,-0.160879499,0.14598669,-0.136197936,0.064972706,-0.008268095
N4BP2,-0.332402466,-0.016308247,-0.112901732,-0.004761864,-0.256203444
N4BP2L1,-0.242814702,0.050094303,-0.147433317,-0.093592812,-0.293023957
N4BP2L2,-0.065895226,0.017480786,-0.030438815,-0.017150985,-0.027246568
N6AMT1,-0.08608225,0.196206459,-0.106671067,0.121136237,0.181480424
N6AMT2,0.327072945,-0.127241691,0.063274777,-0.019053885,0.010823042
NAA10,0.33910604,0.054378363,0.013040548,0.090093282,0.165307616
NAA11,0.311586447,-0.001526276,0.035161494,0.063277098,0.104582056
NAA30,0.14868175,0.034335368,-0.133284206,0.134229077,0.115207781
NAA38,-0.197780663,0.102770337,-0.130839231,0.252906901,0.169520063
NAA50,-0.157624129,0.021668118,-0.131716004,-0.068536591,-0.114204851
NAAA,-0.106773866,0.115932487,-0.180847214,0.306759011,0.213626348
NAALAD2,-0.380369124,0.101595289,-0.131945317,0.002880104,-0.071306993
NAALADL1,-0.303843837,0.336268789,-0.163573827,0.330520032,0.395491282
NAALADL2,0.07940482,-0.000981027,-0.004872933,-0.019857723,-0.015538786
NAB1,-0.060679835,-0.042805411,0.095560875,-0.063053948,0.035416642
NAB2,0.124386734,0.087309222,0.062770443,0.141765219,0.142240073
NACA,0.020194527,-0.046532597,-0.134329828,0.222324122,0.010928946
NACA2,0.033686133,-0.01378181,-0.124660971,0.214645404,0.015421405
NACAD,-0.292429114,0.02081522,-0.190545576,0.004119841,-0.17771506
NACAP1,-0.023326691,-0.053110813,-0.007138751,-0.01706717,-0.040176652
NACC1,0.374752054,-0.193875342,0.161098719,-0.196821108,-0.175316785
NACC2,-0.275554054,0.207462478,-0.289437348,0.112346109,0.095368819
NADK,0.226091202,-0.1134197,0.051610838,-0.010469493,-0.113261277
NADSYN1,0.149330005,0.054901069,0.024927767,-0.034647327,0.104284108
NAE1,0.083791058,-0.028152686,0.132797266,-0.007280029,0.150922299
NAF1,0.098719018,-0.048554134,-0.093187324,-0.002878179,-0.160445499
NAG18,-0.276969879,-0.084035735,-0.083190678,-0.157030331,-0.397195291
NAGA,0.16337157,-0.018625909,0.059950789,-0.101777025,0.001049745
NAGK,0.367012495,-0.011112724,-0.021213762,0.115306043,0.09344295
NAGLU,0.251468233,-0.07202084,0.127521506,0.017485022,0.130158486
NAGPA,-0.201659313,0.075261939,0.095521764,-0.08384095,0.040968155
NAGS,0.042732111,0.040988527,0.135149642,0.090024311,0.298736762
NAIF1,0.051336993,0.013405982,0.105496849,0.006447395,-0.031510853
NAIP,-0.080751088,0.172156399,-0.056371305,0.10600493,0.119365107
NALCN,-0.097794655,0.172894641,-0.166745383,-0.021643913,-0.15487764
NANOGP1,0.221114562,0.14995725,-0.021712395,0.21833397,0.350984978
NANOGP8,-0.041385352,-0.037439856,-0.072245596,0.087553865,-0.162410118
NANOS1,0.324109367,-0.093013982,-0.041582277,0.090452932,-0.038419963
NANOS2,0.07365415,-0.298765662,0.254951188,-0.26966817,-0.206356307
NANOS3,0.29733683,-0.133316912,0.30918504,-0.008587537,0.203749309
NANP,0.077148587,0.106147547,-0.087138962,0.09037525,0.089004244
NANS,0.156571077,0.056096202,-0.136434735,0.300326641,0.234843897
NAP1L1,0.087885551,0.003870437,0.211486422,0.009540185,0.203899481
NAP1L2,-0.095955982,0.02894173,0.184851198,-0.038475276,0.126539712
NAP1L3,-0.296675305,0.169522585,-0.092275279,0.038519817,-0.048825785
NAP1L4,0.134485584,0.012911796,0.08517428,0.049772126,0.157853422
NAP1L5,0.160103233,-0.041154407,0.157421105,-0.009392853,0.221853652
NAP1L6,0.178435544,-0.064102964,0.150995098,-0.123621526,-0.123125313
NAPA,-0.195637287,0.185003722,-0.053586012,-0.045313006,0.076998831
NAPB,0.076369788,0.09115807,0.025656551,0.01130699,0.068301313
NAPEPLD,-0.059464092,0.097813727,0.201328775,-0.116439533,0.156251475
NAPG,-0.049579798,-0.025048016,0.077074524,-0.000259132,0.060679727
NAPRT1,0.068082303,0.068650622,0.040920541,0.122576861,0.233732684
NAPSA,0.095516951,0.040144283,0.082411623,-0.067470064,0.117463952
NAPSB,-0.042368832,0.17202453,0.015463855,-0.053438158,0.227126417
NARF,0.302134857,-0.004692071,0.064385684,0.121349123,0.217694734
NARFL,0.224117748,-0.022510332,0.155924927,-0.011776961,0.161285829
NARG1,-0.025119672,0.12875087,-0.093631461,0.141605749,0.16987255
NARG1L,-0.066160337,0.042459584,0.064136385,-0.017402853,0.092246694
NARG2,-0.04291914,-0.014478002,-0.031875573,0.049528375,-0.043855238
NARS,-0.088010483,0.050743354,0.066519858,0.094083146,0.25309102
NARS2,0.011189185,0.142782184,-0.03768577,0.17020278,0.208466793
NASP,-0.165148031,0.111629971,-0.056298008,0.117226656,0.071268086
NAT1,0.571507097,-0.296381559,0.337627855,-0.354680455,-0.01728153
NAT10,0.00249403,-0.007942608,-0.060539595,0.025247046,-0.006038722
NAT11,-0.246110282,0.173795759,-0.104578491,-0.011915447,0.011027725
NAT14,0.378530125,-0.137916784,0.27166252,-0.124243578,-0.019215497
NAT15,0.071684289,0.054341539,0.023028681,0.035529665,0.068578292
NAT2,,,,,
NAT5,0.0749936,0.002529723,0.12028353,0.078699363,0.206335501
NAT6,0.363263802,-0.034263621,0.210905916,-0.054456226,0.091730907
NAT8B,-0.21713783,-0.09656242,-0.141831413,-0.130553889,-0.399998803
NAT8L,-0.202965952,0.085805008,0.129722105,-0.032241031,0.212560712
NAT9,0.011688073,0.022798861,-0.041742424,0.173517532,0.165416713
NAV1,0.243627763,0.016457135,-0.017774816,-0.092519912,-0.103031377
NAV2,0.135190384,-0.022905815,0.094626389,-0.060664577,0.110178657
NAV3,0.263686057,-0.064027634,0.002896782,0.09972749,-0.058348727
NBAS,0.424603828,-0.045856701,0.106109262,-0.001630744,0.153098231
NBEA,0.147755186,0.007544419,-0.108522004,0.296079283,0.094067787
NBEAL1,-0.012410128,-0.062966978,-0.035516298,0.072725045,-0.01392337
NBEAL2,-0.165505917,0.091815125,-0.221318849,0.1613599,0.009859565
NBL1,0.453497182,-0.13509439,0.213278261,-0.081476465,-0.031546794
NBN,0.006417818,0.109917564,-0.147479062,0.124642527,-0.022743155
NBPF1,-0.322763232,0.094370969,-0.21761388,0.099526345,-0.024731862
NBPF15,-0.256902879,0.007910606,-0.145693783,0.122933767,-0.069953666
NBPF22P,-0.15471628,0.022469595,-0.155088435,0.092763849,-0.028913299
NBPF3,-0.356011949,-0.004551785,-0.103826968,-0.079905115,-0.153981827
NBPF4,-0.148718845,0.2184768,-0.123989853,0.171100817,0.201498509
NBPF7,-0.215947922,0.09896181,-0.08434701,-0.125934268,-0.165889511
NBPF8,-0.254612215,0.198580261,-0.054979927,-0.011709484,0.248867799
NBR1,-0.093120587,0.160434862,-0.132620972,0.092943952,0.086273045
NBR2,0.211689493,0.015393416,0.117215363,-0.078313013,0.167334132
NCALD,0.006705485,-0.045418654,0.305812132,-0.274983651,0.070099709
NCAM1,0.181861966,0.096279327,-0.129155438,0.129775459,0.063073497
NCAM2,0.247919222,-0.024205773,-0.144152169,0.086294824,-0.159656901
NCAN,0.349132951,-0.15549959,0.036742995,-0.072707862,-0.074410764
NCAPD2,-0.038152574,0.065216795,0.063965346,-0.011598448,0.145027686
NCAPD3,0.121495868,-0.130276655,0.152356265,-0.063106774,-0.080842275
NCAPG,-0.063435476,-0.043039443,0.077262291,-0.267482727,-0.157478815
NCAPG2,0.127968693,-0.035111573,-0.140790809,0.227680545,0.011559547
NCAPH,0.026060808,0.095891157,0.03318374,-0.05410691,0.007101281
NCAPH2,0.236193414,0.052496385,0.06837609,0.042071982,0.041911263
NCBP1,0.185565774,0.002869304,0.054846711,0.079449142,0.006062142
NCBP2,0.33587746,-0.056351993,0.01081972,0.064212165,0.032948828
NCCRP1,0.058474955,-0.025716036,-0.041031485,0.039780757,0.042268141
NCDN,-0.246984922,0.123941475,-0.199652452,0.12749808,-0.055465645
NCF1,-0.084986785,0.072588203,-0.130665378,0.132650018,0.013837703
NCF1C,0.199738651,0.08531671,0.150017969,-0.017709347,0.276849291
NCF2,-0.27087728,-0.041613131,0.092339521,-0.185862013,-0.226803135
NCF4,-0.037647373,0.057454781,-0.014062395,0.049455982,0.02186492
NCK1,0.248890162,-0.09202726,0.151257775,-0.04322689,0.158559589
NCK2,-0.038604117,-0.10792389,0.268271893,-0.180161549,0.014136224
NCKAP1,0.007484875,-0.079869398,-0.034533309,0.099897274,-0.052267161
NCKAP1L,-0.219395992,0.100458592,-0.247789441,0.180114705,-0.121911375
NCKIPSD,-0.033521463,0.056570114,-0.006253501,0.045461412,0.23276267
NCL,0.198717005,-0.025560342,0.172080601,-0.067767096,0.017930888
NCLN,0.247500357,0.065212674,0.10966402,0.005364575,0.113605391
NCOA1,0.228097403,-0.012809773,-0.087318014,0.172772969,0.118631556
NCOA2,-0.217242478,0.090457739,-0.069292113,-0.039742373,0.011518065
NCOA3,-0.226771684,0.062093736,0.046095403,-0.006724199,0.141623846
NCOA4,-0.089593949,0.09449692,-0.004909575,-0.041023174,0.089133475
NCOA5,0.089820237,0.089045186,0.083167635,-0.051828327,0.105107795
NCOA6,0.230189935,-0.152471695,0.095620456,-0.103945349,-0.135641731
NCOA7,0.197085035,0.075987127,0.028104873,0.16302511,0.280191087
NCOR1,-0.142315354,0.117029812,-0.181669916,0.041396665,0.023380208
NCOR1P1,-0.034201627,-0.097252046,-0.006520036,-0.036917638,-0.131580719
NCOR2,-0.386222924,0.100128199,-0.070505037,-0.068123841,-0.174850257
NCR1,0.317854796,-0.119179564,0.23484029,-0.186440147,0.098905893
NCR2,-0.002299199,-0.13401924,-0.034956088,0.029847706,-0.031545853
NCR3,-0.139246075,-0.034990756,-0.005790753,0.025600128,-0.085901495
NCRNA00052,-0.472351592,0.261222265,-0.252779388,0.25741218,-0.084333352
NCRNA00085,-0.165967324,0.12000213,0.076426992,0.130381598,0.292357639
NCRNA00117,0.06745072,-0.026750768,-0.066197618,0.082023054,-0.077154704
NCRNA00164,0.251191061,-0.039904948,0.02505732,0.028176869,0.048557582
NCSTN,0.159231703,0.076122246,-0.055179131,0.086499495,0.031664839
NDC80,-0.28907036,0.156365069,-0.275854229,0.354058215,-0.010160839
NDE1,-0.19012637,0.246299675,-0.122247451,0.160388991,0.174411162
NDEL1,0.1988461,0.088451938,0.099991484,0.039328799,0.232524685
NDFIP1,-0.108035354,0.127918877,-0.241665233,0.221958679,0.017318147
NDFIP2,0.096865945,-0.05236742,0.027411471,0.199173488,0.099000765
NDN,0.197427856,-0.145125274,-0.008892406,-0.029393688,-0.234793505
NDNL2,0.277118834,-0.08557124,0.202066002,0.02261086,0.183329801
NDOR1,0.16929817,-0.158291218,0.127456293,-0.074542531,-0.043470011
NDP,0.375230622,-0.100615522,0.073969,0.068383583,0.03013167
NDRG1,-0.191270892,0.233062288,-0.047313169,0.034956663,0.1690638
NDRG2,0.043559225,0.019488239,0.006917309,-0.154669237,-0.111856144
NDRG3,-0.183292033,0.168034099,0.012140123,0.097665556,0.208206314
NDRG4,0.382663186,-0.16170786,0.176526873,-0.079572954,0.017826711
NDST1,-0.07792153,0.180526578,-0.148028796,0.006975741,-0.039193988
NDST2,0.058388071,-0.067269723,-0.013950622,0.06221237,-0.005575311
NDST3,0.296045985,-0.050346537,0.191039103,0.065918762,0.175120907
NDST4,0.199137362,-0.055613668,0.050704046,0.112459553,0.079409362
NDUFA1,-0.038175509,0.18971749,-0.157775316,0.301287985,0.140977489
NDUFA10,0.094212994,0.149770301,-0.132213849,0.104748063,0.083674522
NDUFA11,0.34791253,0.001523498,0.022084035,0.075946737,0.129389496
NDUFA12,-0.000113173,0.05723921,0.057399114,0.17717877,0.315086516
NDUFA13,0.303779347,0.043386489,0.08241358,0.103352019,0.231020253
NDUFA2,0.167268053,0.094932404,0.00827225,0.182460517,0.29453986
NDUFA3,0.362295396,-0.063991855,0.13966216,-0.019185202,0.10183237
NDUFA4,-0.314894563,0.211324566,-0.262839782,0.336407499,0.284556271
NDUFA4L2,0.175223206,-0.093010822,0.368753085,-0.114188997,0.28101254
NDUFA5,-0.01675011,0.009480325,0.031699101,0.040984982,0.086356366
NDUFA6,0.195788757,-0.058559013,0.093404563,0.16614914,0.231565464
NDUFA7,0.01423645,0.041768895,-0.101839652,0.290808855,0.214927098
NDUFA8,0.287328543,-0.057712028,0.143935623,0.10971386,0.29722531
NDUFA9,0.143707402,0.046958208,0.003784913,0.16985817,0.275662086
NDUFAB1,0.282022273,0.062338249,0.012132933,0.204899392,0.303928616
NDUFAF1,0.317046895,0.013585376,0.090455695,0.079106093,0.157136677
NDUFAF2,-0.009047263,0.00810377,0.103153354,0.113048813,0.197554653
NDUFAF3,0.325567637,0.003436991,0.075773915,0.099335448,0.205377545
NDUFAF4,-0.049367194,-0.020829682,0.011911864,0.032896961,0.09060258
NDUFB1,0.345588199,-0.067511177,-0.036007566,-0.008697808,-0.062474653
NDUFB10,0.10617727,0.107848601,0.058951164,0.246387543,0.318969107
NDUFB11,0.128999472,0.157612661,-0.013979921,0.113354271,0.190471459
NDUFB2,0.092727995,0.185888951,0.020004688,0.145209668,0.358457154
NDUFB3,0.30102022,0.095181337,0.001924706,0.099941253,0.192490858
NDUFB4,-0.068338869,0.061763762,0.00384118,0.280922164,0.303717946
NDUFB5,-0.060435737,0.139838865,-0.161253893,0.255989058,0.220883561
NDUFB6,0.290336478,-0.007258437,-0.059395595,0.223478172,0.118961663
NDUFB7,0.2664709,0.040361345,0.047579654,0.133111058,0.172337115
NDUFB8,0.293390954,0.002388178,0.093065663,0.180811281,0.222597599
NDUFB9,-0.128813838,0.149620013,-0.108000434,0.209733907,0.254789562
NDUFC1,-0.366989463,0.230810549,-0.206491269,0.258045358,0.140722044
NDUFC2,0.283892555,-0.065646853,-0.080362167,0.134465865,-0.068671519
NDUFS1,0.09900074,0.007737623,0.090766123,0.080939328,0.21820647
NDUFS2,0.173513571,0.106755403,-0.060174186,0.211190224,0.302709558
NDUFS3,0.19347965,0.059700911,-0.018470685,0.160050762,0.262775864
NDUFS4,-0.232611494,0.16100171,-0.194189076,0.174024522,0.111778076
NDUFS5,0.253417154,-0.098917964,0.046395633,0.10701292,0.065887665
NDUFS5P2,0.159327797,-0.129710114,0.057149639,0.032624579,0.019437273
NDUFS5P7,0.112605776,-0.112643066,0.03148387,0.061071135,0.043067385
NDUFS6,0.212492366,0.116517678,-0.014053858,0.124793177,0.191170963
NDUFS7,0.028264646,0.16713106,0.04407772,0.128302177,0.281657792
NDUFS8,0.125010367,0.127946215,-0.064532156,0.213153792,0.226683123
NDUFV1,0.215706438,0.152150805,0.003740515,0.161060869,0.343309957
NDUFV2,-0.03991358,0.131904874,-0.075673074,0.318582145,0.33061362
NDUFV3,0.24879828,0.078133425,-0.001726768,0.185547983,0.228386105
